age,gender,education,"Extraverted, enthusiastic","Critical, quarrelsome","Dependable, self-disciplined","Anxious, easily upset",Open to new experiences,"Reserved, quiet","Sympathetic, warm","Disorganized, careless","Calm, emotionally stable","Conventional, uncreative",das1,das2,das3,das4,das5,das6,das7,das8,das9,das10,das11,das12,das13,das14,das15,das16,das17,das18,das19,das20,das21,das22,das23,das24,das25,das26,das27,das28,das29,das30,das31,das32,das33,das34,das35,repetition-1,repetition-2,repetition-3,main-argument-context-positive-framing-topic1,main-argument-context-positive-framing-topic2,main-argument-context-positive-framing-topic3,social-proof-1,social-proof-2,social-proof-3,flattery-1,flattery-2,flattery-3,rheto-question-1,rheto-question-2,rheto-question-3,antanagoge-1,antanagoge-2,antanagogue-3,logic-1,logic-2,logic-3,authority-1,authority-2,authority-3,pathos-1,pathos-2,pathos-3,anaphora-1,anaphora-2,anaphora-3
Under 26,Woman,High school degree or equivalent (e.g. GED),Disagree Strongly,Disagree Strongly,Agree a Little,Disagree Strongly,Agree Moderately,Disagree Strongly,Agree Moderately,Disagree Strongly,Agree a Little,Disagree Moderately,Agree Slightly,Disagree Slightly,Agree Strongly,Agree Slightly,Agree Slightly,Agree Strongly,Agree Strongly,Neutral,Disagree Slightly,Agree Slightly,Agree Slightly,Agree Strongly,Agree Strongly,Disagree Very Much,Disagree Slightly,Disagree Very Much,Disagree Very Much,Agree Strongly,Neutral,Agree Slightly,Agree Slightly,Disagree Very Much,Agree Strongly,Agree Strongly,Agree Strongly,Agree Strongly,Agree Slightly,Agree Strongly,Disagree Slightly,Agree Slightly,Disagree Very Much,Disagree Very Much,Disagree Slightly,Agree Slightly,Agree Strongly,3,9,9,7,7,6,2,8,10,6,10,8,3,8,8,1,7,10,9,10,10,9,5,10,8,10,10,10,6,9
26- 35,Man,"Associate degree (e.g. AA, AS)",Neither Agree nor Disagree,Agree a Little,Agree Moderately,Neither Agree nor Disagree,Agree Moderately,Agree a Little,Agree a Little,Disagree Moderately,Agree a Little,Disagree Moderately,Neutral,Disagree Very Much,Disagree Very Much,Neutral,Disagree Very Much,Disagree Very Much,Disagree Very Much,Disagree Very Much,Disagree Very Much,Disagree Very Much,Disagree Slightly,Neutral,Disagree Slightly,Disagree Slightly,Disagree Slightly,Disagree Slightly,Disagree Slightly,Agree Slightly,Disagree Slightly,Agree Slightly,Agree Slightly,Neutral,Disagree Slightly,Neutral,Disagree Slightly,Disagree Slightly,Agree Slightly,Agree Slightly,Neutral,Disagree Slightly,Agree Slightly,Disagree Slightly,Neutral,Disagree Slightly,Disagree Slightly,9,9,10,6,10,10,5,10,7,6,10,10,7,8,10,10,8,8,9,7,8,6,9,7,5,9,9,9,8,8
26- 35,Woman,"Bachelor's degree (e.g. BA, BS)",Agree a Little,Disagree Strongly,Agree a Little,Neither Agree nor Disagree,Agree Strongly,Neither Agree nor Disagree,Agree Moderately,Disagree Strongly,Agree Strongly,Disagree Strongly,Neutral,Disagree Very Much,Disagree Very Much,Neutral,Disagree Very Much,Disagree Very Much,Disagree Very Much,Disagree Very Much,Disagree Very Much,Neutral,Neutral,Neutral,Disagree Slightly,Disagree Very Much,Disagree Slightly,Disagree Very Much,Disagree Very Much,Agree Strongly,Neutral,Agree Slightly,Agree Slightly,Agree Slightly,Disagree Slightly,Disagree Very Much,Disagree Very Much,Neutral,Agree Strongly,Neutral,Disagree Very Much,Disagree Very Much,Agree Strongly,Neutral,Disagree Very Much,Disagree Very Much,Disagree Very Much,10,9,8,6,10,9,4,8,5,5,10,10,6,8,7,7,8,10,9,8,10,8,6,8,7,10,9,8,8,8
Under 26,Man,High school degree or equivalent (e.g. GED),Agree Moderately,Neither Agree nor Disagree,Agree a Little,Agree Moderately,Agree Strongly,Agree Moderately,Agree Strongly,Disagree Moderately,Agree Strongly,Disagree Moderately,Agree Strongly,Disagree Slightly,Disagree Slightly,Agree Strongly,Disagree Very Much,Neutral,Disagree Slightly,Agree Slightly,Agree Strongly,Agree Slightly,Agree Strongly,Agree Strongly,Agree Slightly,Disagree Slightly,Disagree Very Much,Agree Strongly,Agree Slightly,Agree Strongly,Neutral,Agree Strongly,Agree Strongly,Agree Strongly,Agree Strongly,Agree Slightly,Agree Slightly,Agree Strongly,Agree Strongly,Agree Strongly,Disagree Very Much,Disagree Slightly,Agree Slightly,Agree Strongly,Agree Slightly,Agree Strongly,Agree Slightly,10,10,10,8,10,10,10,10,8,10,10,10,8,10,9,4,7,8,2,9,10,9,8,6,9,10,8,9,9,7
Under 26,Woman,High school degree or equivalent (e.g. GED),Agree Moderately,Agree a Little,Agree Strongly,Neither Agree nor Disagree,Agree Moderately,Disagree a Little,Agree a Little,Disagree Moderately,Neither Agree nor Disagree,Disagree Strongly,Neutral,Disagree Slightly,Disagree Slightly,Agree Slightly,Disagree Very Much,Neutral,Disagree Slightly,Neutral,Neutral,Agree Slightly,Agree Slightly,Agree Slightly,Disagree Slightly,Neutral,Disagree Very Much,Disagree Slightly,Disagree Slightly,Agree Slightly,Neutral,Disagree Slightly,Agree Slightly,Disagree Slightly,Agree Slightly,Neutral,Neutral,Disagree Slightly,Neutral,Disagree Slightly,Agree Slightly,Agree Strongly,Agree Slightly,Disagree Slightly,Agree Strongly,Agree Slightly,Neutral,7,10,8,6,10,10,9,8,10,6,10,9,3,8,9,2,6,6,10,6,9,7,9,10,7,1,5,7,3,2
26- 35,Man,"Bachelor's degree (e.g. BA, BS)",Agree Strongly,Disagree Moderately,Agree Moderately,Disagree Moderately,Agree Strongly,Agree a Little,Agree Moderately,Disagree Strongly,Agree Moderately,Disagree Moderately,Agree Slightly,Neutral,Agree Slightly,Agree Slightly,Agree Slightly,Agree Slightly,Agree Strongly,Agree Slightly,Disagree Slightly,Agree Slightly,Agree Slightly,Agree Strongly,Agree Slightly,Disagree Slightly,Disagree Slightly,Disagree Slightly,Disagree Very Much,Agree Strongly,Disagree Slightly,Agree Slightly,Agree Slightly,Agree Slightly,Agree Slightly,Agree Slightly,Agree Slightly,Disagree Slightly,Neutral,Agree Slightly,Disagree Slightly,Disagree Very Much,Agree Slightly,Agree Slightly,Agree Slightly,Agree Slightly,Agree Slightly,3,6,8,7,10,5,5,6,7,7,9,9,3,7,5,4,1,5,4,9,8,8,5,7,9,10,4,4,7,5
Under 26,Non-binary or Gender diverse,"Bachelor's degree (e.g. BA, BS)",Disagree Moderately,Disagree Moderately,Disagree a Little,Neither Agree nor Disagree,Agree Moderately,Agree Strongly,Disagree Moderately,Disagree a Little,Agree a Little,Disagree Strongly,Disagree Slightly,Disagree Very Much,Disagree Very Much,Agree Slightly,Agree Slightly,Disagree Slightly,Disagree Very Much,Agree Slightly,Disagree Slightly,Agree Strongly,Agree Strongly,Agree Strongly,Agree Strongly,Agree Strongly,Agree Slightly,Disagree Very Much,Disagree Slightly,Disagree Very Much,Agree Slightly,Disagree Slightly,Disagree Very Much,Agree Slightly,Disagree Very Much,Disagree Very Much,Disagree Very Much,Disagree Very Much,Agree Slightly,Disagree Slightly,Disagree Slightly,Disagree Very Much,Disagree Slightly,Disagree Slightly,Neutral,Agree Slightly,Agree Strongly,1,5,1,2,7,5,1,3,1,2,2,2,1,3,6,4,6,8,1,9,8,5,7,6,1,6,4,2,7,8
Under 26,Man,"Some college, no degree",Agree a Little,Agree a Little,Agree a Little,Agree a Little,Agree Strongly,Agree Moderately,Agree Moderately,Agree a Little,Agree a Little,Agree Moderately,Neutral,Disagree Slightly,Disagree Slightly,Agree Slightly,Neutral,Disagree Slightly,Agree Slightly,Disagree Slightly,Disagree Very Much,Agree Slightly,Agree Slightly,Disagree Slightly,Neutral,Disagree Slightly,Disagree Slightly,Disagree Slightly,Disagree Very Much,Disagree Slightly,Disagree Slightly,Disagree Slightly,Neutral,Disagree Slightly,Disagree Slightly,Disagree Slightly,Neutral,Agree Slightly,Agree Slightly,Neutral,Agree Slightly,Disagree Slightly,Agree Strongly,Agree Slightly,Agree Slightly,Disagree Slightly,Neutral,8,6,6,6,10,8,3,10,6,7,10,7,6,7,7,3,7,7,2,7,6,2,7,6,2,6,7,6,9,8
Under 26,Man,"Some college, no degree",Disagree Moderately,Agree Moderately,Agree Moderately,Disagree a Little,Agree a Little,Agree Strongly,Neither Agree nor Disagree,Disagree Strongly,Agree Moderately,Disagree a Little,Agree Slightly,Disagree Slightly,Neutral,Agree Slightly,Neutral,Disagree Slightly,Agree Slightly,Neutral,Disagree Very Much,Disagree Slightly,Agree Strongly,Agree Strongly,Disagree Slightly,Disagree Very Much,Disagree Very Much,Disagree Slightly,Neutral,Disagree Slightly,Neutral,Neutral,Agree Strongly,Neutral,Agree Slightly,Disagree Slightly,Disagree Very Much,Disagree Slightly,Disagree Very Much,Disagree Slightly,Disagree Very Much,Disagree Very Much,Neutral,Disagree Slightly,Agree Slightly,Agree Strongly,Disagree Slightly,4,4,6,4,9,5,3,7,5,7,3,6,6,1,8,1,7,9,5,7,4,3,8,5,1,6,5,7,8,7
Under 26,Man,"Master's degree (e.g. MA, MS, MEd)",Disagree Strongly,Agree a Little,Agree a Little,Agree a Little,Agree a Little,Agree Moderately,Agree a Little,Disagree Strongly,Disagree a Little,Agree Strongly,Neutral,Disagree Very Much,Disagree Slightly,Neutral,Disagree Very Much,Disagree Very Much,Disagree Very Much,Disagree Very Much,Disagree Very Much,Agree Slightly,Disagree Very Much,Disagree Very Much,Disagree Very Much,Disagree Very Much,Disagree Very Much,Disagree Very Much,Disagree Very Much,Disagree Very Much,Disagree Very Much,Disagree Very Much,Agree Strongly,Agree Slightly,Disagree Very Much,Disagree Very Much,Disagree Very Much,Disagree Very Much,Agree Strongly,Disagree Very Much,Neutral,Disagree Very Much,Disagree Slightly,Neutral,Disagree Very Much,Disagree Slightly,Disagree Very Much,1,5,7,1,7,6,1,10,5,1,5,5,1,7,3,1,10,3,1,4,2,1,6,2,2,10,10,1,10,5
46 - 55,Woman,"Some college, no degree",Agree a Little,Disagree Moderately,Agree Moderately,Disagree a Little,Agree Moderately,Agree a Little,Agree Strongly,Disagree a Little,Agree Moderately,Disagree a Little,Agree Strongly,Disagree Slightly,Neutral,Neutral,Neutral,Disagree Slightly,Disagree Slightly,Disagree Slightly,Disagree Slightly,Disagree Slightly,Disagree Slightly,Disagree Very Much,Disagree Very Much,Disagree Very Much,Disagree Very Much,Disagree Very Much,Disagree Very Much,Neutral,Disagree Very Much,Disagree Very Much,Disagree Very Much,Disagree Very Much,Disagree Very Much,Disagree Very Much,Disagree Very Much,Disagree Very Much,Agree Slightly,Disagree Slightly,Disagree Very Much,Disagree Very Much,Agree Strongly,Agree Strongly,Agree Slightly,Neutral,Disagree Very Much,8,9,10,1,10,10,5,10,10,5,8,10,9,10,10,1,8,6,7,7,7,5,6,8,5,9,8,6,6,7
46 - 55,Man,"Some college, no degree",Disagree a Little,Disagree Strongly,Agree a Little,Disagree Moderately,Agree Moderately,Disagree a Little,Agree a Little,Agree a Little,Agree Moderately,Disagree Strongly,Agree Slightly,Disagree Very Much,Neutral,Agree Strongly,Agree Slightly,Agree Slightly,Agree Strongly,Disagree Slightly,Disagree Very Much,Agree Slightly,Disagree Very Much,Disagree Very Much,Disagree Very Much,Disagree Very Much,Disagree Very Much,Disagree Slightly,Disagree Slightly,Agree Slightly,Disagree Very Much,Disagree Very Much,Disagree Very Much,Disagree Very Much,Agree Slightly,Agree Slightly,Agree Slightly,Disagree Very Much,Agree Strongly,Agree Slightly,Disagree Very Much,Disagree Very Much,Disagree Slightly,Agree Slightly,Disagree Slightly,Agree Slightly,Agree Slightly,5,7,6,4,10,10,3,10,8,5,10,9,6,7,6,5,10,7,5,8,7,6,7,8,6,7,6,6,8,7
26- 35,Man,"Bachelor's degree (e.g. BA, BS)",Disagree Moderately,Neither Agree nor Disagree,Agree a Little,Disagree a Little,Agree a Little,Agree Strongly,Agree a Little,Disagree Moderately,Agree Moderately,Agree a Little,Agree Slightly,Disagree Slightly,Disagree Slightly,Agree Slightly,Disagree Very Much,Agree Slightly,Disagree Very Much,Neutral,Disagree Very Much,Neutral,Agree Slightly,Disagree Slightly,Disagree Very Much,Agree Slightly,Disagree Very Much,Agree Slightly,Disagree Very Much,Disagree Very Much,Disagree Slightly,Disagree Very Much,Agree Slightly,Disagree Slightly,Disagree Very Much,Neutral,Disagree Very Much,Agree Slightly,Agree Slightly,Agree Slightly,Neutral,Disagree Slightly,Agree Slightly,Agree Strongly,Agree Slightly,Neutral,Disagree Very Much,1,1,1,6,5,5,1,2,1,1,1,1,1,1,1,1,6,7,1,1,1,5,8,4,3,2,1,5,8,4
36 - 45,Man,"Master's degree (e.g. MA, MS, MEd)",Agree Moderately,Neither Agree nor Disagree,Agree Strongly,Disagree a Little,Agree Moderately,Disagree a Little,Agree Strongly,Disagree a Little,Agree Moderately,Disagree a Little,Agree Slightly,Disagree Slightly,Disagree Very Much,Neutral,Disagree Very Much,Disagree Very Much,Disagree Slightly,Agree Slightly,Disagree Very Much,Disagree Slightly,Agree Slightly,Agree Slightly,Disagree Slightly,Disagree Very Much,Disagree Very Much,Disagree Slightly,Disagree Very Much,Agree Strongly,Disagree Slightly,Disagree Slightly,Disagree Slightly,Disagree Slightly,Disagree Slightly,Disagree Slightly,Disagree Slightly,Disagree Slightly,Agree Slightly,Neutral,Disagree Slightly,Disagree Very Much,Disagree Very Much,Agree Slightly,Disagree Slightly,Disagree Slightly,Disagree Very Much,7,10,10,7,10,10,5,8,7,8,10,10,8,10,10,6,10,10,5,10,10,2,10,10,8,10,10,4,10,10
46 - 55,Man,"Bachelor's degree (e.g. BA, BS)",Agree Moderately,Agree a Little,Agree Strongly,Disagree Moderately,Agree a Little,Disagree Moderately,Agree Moderately,Disagree Strongly,Agree a Little,Disagree Moderately,Disagree Slightly,Disagree Slightly,Disagree Very Much,Agree Strongly,Disagree Very Much,Neutral,Disagree Very Much,Agree Slightly,Disagree Very Much,Neutral,Agree Strongly,Agree Slightly,Agree Strongly,Disagree Very Much,Agree Slightly,Disagree Slightly,Disagree Very Much,Agree Strongly,Neutral,Agree Slightly,Agree Slightly,Disagree Slightly,Disagree Very Much,Neutral,Agree Slightly,Disagree Very Much,Agree Slightly,Agree Slightly,Disagree Very Much,Disagree Slightly,Agree Slightly,Agree Strongly,Disagree Slightly,Agree Slightly,Disagree Very Much,7,9,8,7,10,9,5,9,7,6,7,7,4,8,8,7,6,7,2,5,5,6,8,8,7,9,8,7,10,7
Under 26,Man,High school degree or equivalent (e.g. GED),Agree a Little,Agree a Little,Neither Agree nor Disagree,Agree a Little,Agree Moderately,Agree Moderately,Agree Moderately,Agree Moderately,Agree Moderately,Agree a Little,Neutral,Agree Slightly,Neutral,Disagree Slightly,Disagree Slightly,Neutral,Agree Slightly,Disagree Slightly,Agree Slightly,Neutral,Neutral,Agree Slightly,Disagree Slightly,Agree Slightly,Disagree Very Much,Neutral,Disagree Slightly,Agree Slightly,Disagree Slightly,Neutral,Agree Slightly,Agree Slightly,Neutral,Disagree Slightly,Agree Slightly,Agree Slightly,Neutral,Disagree Slightly,Agree Slightly,Disagree Slightly,Agree Slightly,Neutral,Disagree Slightly,Neutral,Disagree Slightly,5,7,6,3,4,6,4,5,7,7,3,6,8,3,3,4,4,4,7,3,5,6,5,4,6,4,5,5,4,5
Under 26,Man,"Bachelor's degree (e.g. BA, BS)",Disagree Strongly,Disagree Strongly,Agree a Little,Disagree a Little,Neither Agree nor Disagree,Agree a Little,Neither Agree nor Disagree,Neither Agree nor Disagree,Agree Moderately,Disagree Moderately,Agree Slightly,Disagree Slightly,Disagree Slightly,Agree Slightly,Disagree Slightly,Neutral,Agree Slightly,Neutral,Disagree Slightly,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Disagree Slightly,Disagree Slightly,Agree Slightly,Agree Slightly,Agree Slightly,Neutral,Disagree Slightly,Neutral,Agree Slightly,Agree Slightly,Neutral,Agree Slightly,Agree Slightly,Disagree Slightly,Disagree Slightly,Disagree Slightly,Disagree Slightly,Neutral,Neutral,Neutral,2,4,6,3,7,7,1,6,6,3,4,4,1,5,1,3,6,5,2,6,3,7,4,6,7,4,5,2,6,6
26- 35,Non-binary or Gender diverse,"Some college, no degree",Disagree Moderately,Disagree a Little,Agree Moderately,Agree Moderately,Agree Moderately,Agree a Little,Agree a Little,Disagree Moderately,Disagree a Little,Agree a Little,Agree Slightly,Disagree Slightly,Disagree Slightly,Agree Strongly,Neutral,Disagree Very Much,Agree Slightly,Agree Slightly,Disagree Slightly,Neutral,Agree Slightly,Agree Slightly,Agree Strongly,Agree Strongly,Agree Slightly,Agree Strongly,Agree Strongly,Agree Slightly,Agree Strongly,Agree Strongly,Disagree Slightly,Agree Slightly,Agree Strongly,Agree Slightly,Disagree Slightly,Disagree Slightly,Agree Slightly,Neutral,Agree Slightly,Disagree Slightly,Agree Slightly,Disagree Slightly,Agree Strongly,Neutral,Agree Slightly,2,7,3,3,9,8,2,6,6,1,1,1,5,1,4,6,7,7,6,8,4,4,8,8,6,7,6,4,5,5
26- 35,Man,"Bachelor's degree (e.g. BA, BS)",Agree Strongly,Neither Agree nor Disagree,Agree Strongly,Disagree Moderately,Agree Strongly,Disagree Strongly,Agree Moderately,Disagree Moderately,Agree Moderately,Disagree a Little,Agree Slightly,Neutral,Disagree Slightly,Agree Slightly,Agree Slightly,Agree Slightly,Agree Slightly,Neutral,Disagree Slightly,Agree Strongly,Agree Slightly,Agree Strongly,Agree Slightly,Neutral,Disagree Very Much,Disagree Slightly,Neutral,Agree Strongly,Neutral,Agree Slightly,Disagree Slightly,Disagree Slightly,Disagree Slightly,Agree Slightly,Agree Strongly,Agree Slightly,Neutral,Agree Slightly,Agree Slightly,Neutral,Neutral,Neutral,Agree Slightly,Agree Slightly,Disagree Slightly,8,9,10,7,10,9,5,8,7,7,10,10,7,10,8,7,9,8,8,10,8,7,9,9,6,8,9,6,6,5
46 - 55,Woman,"Some college, no degree",Agree a Little,Disagree Strongly,Agree Moderately,Agree Moderately,Agree a Little,Agree a Little,Agree Moderately,Disagree a Little,Agree Moderately,Neither Agree nor Disagree,Agree Strongly,Agree Slightly,Disagree Slightly,Neutral,Agree Slightly,Agree Slightly,Agree Slightly,Disagree Slightly,Agree Slightly,Agree Slightly,Agree Slightly,Neutral,Agree Strongly,Agree Slightly,Agree Slightly,Agree Slightly,Disagree Slightly,Neutral,Agree Slightly,Neutral,Agree Slightly,Disagree Slightly,Disagree Slightly,Disagree Slightly,Neutral,Neutral,Disagree Slightly,Agree Slightly,Neutral,Agree Slightly,Agree Slightly,Agree Slightly,Neutral,Agree Slightly,Agree Slightly,8,9,8,7,9,8,7,8,8,7,7,8,7,7,7,8,7,7,8,7,8,7,6,7,8,8,7,8,10,8
Under 26,Woman,"Bachelor's degree (e.g. BA, BS)",Disagree a Little,Disagree Strongly,Agree Moderately,Disagree a Little,Agree Strongly,Agree Strongly,Agree Strongly,Disagree a Little,Agree Moderately,Disagree a Little,Agree Strongly,Disagree Very Much,Disagree Very Much,Agree Slightly,Disagree Very Much,Disagree Very Much,Disagree Very Much,Neutral,Disagree Very Much,Agree Strongly,Agree Strongly,Agree Strongly,Disagree Very Much,Disagree Very Much,Disagree Very Much,Neutral,Disagree Very Much,Agree Strongly,Neutral,Agree Strongly,Neutral,Agree Slightly,Agree Strongly,Agree Strongly,Agree Strongly,Neutral,Agree Strongly,Agree Strongly,Agree Strongly,Disagree Very Much,Agree Slightly,Agree Slightly,Agree Strongly,Agree Strongly,Disagree Slightly,3,10,9,7,5,10,1,7,6,7,10,9,10,2,10,2,5,1,10,4,7,6,3,7,4,8,4,5,3,2
26- 35,Woman,"Some college, no degree",Disagree Strongly,Agree a Little,Disagree Strongly,Agree Strongly,Disagree Strongly,Agree Strongly,Agree Moderately,Agree Strongly,Disagree Strongly,Disagree Strongly,Agree Strongly,Disagree Very Much,Agree Strongly,Disagree Very Much,Neutral,Disagree Very Much,Agree Slightly,Agree Slightly,Agree Slightly,Neutral,Neutral,Neutral,Agree Strongly,Agree Strongly,Agree Strongly,Agree Strongly,Agree Strongly,Agree Strongly,Agree Strongly,Agree Strongly,Neutral,Neutral,Agree Strongly,Agree Strongly,Disagree Very Much,Neutral,Agree Strongly,Neutral,Agree Strongly,Neutral,Agree Strongly,Neutral,Agree Strongly,Neutral,Agree Strongly,1,10,10,10,10,10,1,10,4,1,3,2,1,6,5,1,1,2,1,7,4,1,3,2,1,3,3,1,10,10
Under 26,Man,"Master's degree (e.g. MA, MS, MEd)",Disagree Moderately,Disagree Moderately,Agree Moderately,Agree a Little,Agree a Little,Agree Moderately,Agree a Little,Disagree a Little,Agree Moderately,Disagree a Little,Disagree Slightly,Disagree Slightly,Disagree Slightly,Agree Slightly,Disagree Slightly,Agree Slightly,Disagree Slightly,Agree Slightly,Disagree Slightly,Agree Strongly,Disagree Slightly,Disagree Slightly,Agree Slightly,Disagree Very Much,Disagree Slightly,Disagree Slightly,Disagree Very Much,Neutral,Agree Slightly,Disagree Slightly,Agree Slightly,Agree Slightly,Agree Slightly,Disagree Slightly,Agree Slightly,Disagree Slightly,Agree Slightly,Agree Slightly,Disagree Slightly,Disagree Slightly,Agree Slightly,Agree Slightly,Agree Slightly,Agree Slightly,Disagree Slightly,5,7,3,5,8,8,1,5,2,3,4,6,2,5,6,2,7,3,2,6,5,6,7,4,3,4,3,3,4,5
46 - 55,Man,"Some college, no degree",Disagree Moderately,Agree a Little,Agree Strongly,Disagree a Little,Agree a Little,Disagree Moderately,Agree a Little,Disagree Strongly,Agree Strongly,Agree Moderately,Agree Strongly,Neutral,Agree Slightly,Agree Slightly,Disagree Slightly,Disagree Slightly,Disagree Very Much,Disagree Very Much,Disagree Very Much,Disagree Very Much,Disagree Slightly,Agree Slightly,Disagree Very Much,Disagree Very Much,Disagree Very Much,Agree Strongly,Disagree Slightly,Disagree Very Much,Disagree Slightly,Neutral,Agree Strongly,Agree Strongly,Neutral,Agree Slightly,Agree Slightly,Neutral,Agree Slightly,Agree Strongly,Disagree Slightly,Disagree Very Much,Disagree Very Much,Agree Slightly,Agree Slightly,Agree Slightly,Disagree Very Much,6,9,8,6,9,8,5,6,8,7,9,5,6,8,8,5,7,6,7,9,8,7,8,9,7,9,7,7,10,10
26- 35,Man,"Master's degree (e.g. MA, MS, MEd)",Disagree a Little,Agree a Little,Neither Agree nor Disagree,Agree a Little,Agree a Little,Agree a Little,Agree a Little,Agree a Little,Agree Moderately,Disagree a Little,Agree Slightly,Disagree Slightly,Neutral,Agree Slightly,Agree Slightly,Neutral,Agree Slightly,Disagree Slightly,Neutral,Agree Strongly,Agree Slightly,Agree Slightly,Agree Strongly,Neutral,Neutral,Agree Strongly,Agree Slightly,Agree Strongly,Agree Slightly,Agree Slightly,Agree Slightly,Agree Slightly,Agree Slightly,Neutral,Agree Slightly,Neutral,Neutral,Agree Slightly,Agree Slightly,Neutral,Agree Slightly,Neutral,Agree Slightly,Agree Slightly,Agree Strongly,4,6,4,5,8,6,3,2,4,4,6,6,5,3,6,6,4,4,5,8,5,4,9,7,7,9,6,5,10,5
